1;good label?;;;;;
D:\dataset\v6\input\ROI_0128_02_04__S2A_MSIL2A_20190104T152631_R025_T18LTP_20201007T224223.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_03_03__S2A_MSIL2A_20191230T152631_R025_T18LTP_20201003T111516.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_04_03__S2B_MSIL2A_20200104T152639_R025_T18LTP_20201002T225933.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_06_03__S2B_MSIL2A_20200324T152639_R025_T18LTP_20201018T190537.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_08_01__S2A_MSIL2A_20200607T152651_R025_T18LTP_20200826T115446.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_08_03__S2A_MSIL2A_20200607T152651_R025_T18LTP_20200826T115446.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_09_01__S2B_MSIL2A_20200712T152639_R025_T18LTP_20200912T234111.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_09_03__S2B_MSIL2A_20200712T152639_R025_T18LTP_20200912T234111.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_10_03__S2B_MSIL2A_20210108T152639_R025_T18LTP_20210109T065439.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_12_03__S2A_MSIL2A_20210202T152641_R025_T18LTP_20210207T104047.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_13_03__S2B_MSIL2A_20210418T152639_R025_T18LTP_20210419T161534.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_14_01__S2B_MSIL2A_20210508T152639_R025_T18LTP_20210509T122441.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_14_03__S2B_MSIL2A_20210508T152639_R025_T18LTP_20210509T122441.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_14_04__S2B_MSIL2A_20210508T152639_R025_T18LTP_20210509T122441.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_15_03__S2A_MSIL2A_20210930T152641_R025_T18LTP_20211002T015047.tif;0;;;;;
D:\dataset\v6\input\ROI_0128_16_03__S2A_MSIL2A_20220207T152641_R025_T18LTP_20220220T222230.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_01_01__S2B_MSIL2A_20180325T152639_R025_T18LTN_20201013T141540.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_01_02__S2B_MSIL2A_20180325T152639_R025_T18LTN_20201013T141540.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_01_04__S2B_MSIL2A_20180325T152639_R025_T18LTN_20201013T141540.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_02_02__S2A_MSIL2A_20181215T152631_R025_T18LTN_20201008T101806.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_02_04__S2A_MSIL2A_20181215T152631_R025_T18LTN_20201008T101806.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_04_02__S2B_MSIL2A_20191016T152639_R025_T18LTN_20201004T030614.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_06_02__S2A_MSIL2A_20191230T152631_R025_T18LTN_20201003T111430.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_07_01__S2A_MSIL2A_20200218T152631_R025_T18LTN_20200929T193324.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_07_02__S2A_MSIL2A_20200218T152631_R025_T18LTN_20200929T193324.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_08_02__S2B_MSIL2A_20200304T152639_R025_T18LTN_20200928T092352.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_08_04__S2B_MSIL2A_20200304T152639_R025_T18LTN_20200928T092352.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_09_02__S2A_MSIL2A_20200309T152641_R025_T18LTN_20201021T004740.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_09_04__S2A_MSIL2A_20200309T152641_R025_T18LTN_20201021T004740.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_10_02__S2B_MSIL2A_20200324T152639_R025_T18LTN_20201018T190538.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_10_04__S2B_MSIL2A_20200324T152639_R025_T18LTN_20201018T190538.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_11_02__S2B_MSIL2A_20200413T152639_R025_T18LTN_20200923T095843.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_12_02__S2A_MSIL2A_20200428T152641_R025_T18LTN_20200922T104856.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_12_04__S2A_MSIL2A_20200428T152641_R025_T18LTN_20200922T104856.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_13_02__S2A_MSIL2A_20210202T152641_R025_T18LTN_20210209T184648.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_13_04__S2A_MSIL2A_20210202T152641_R025_T18LTN_20210209T184648.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_14_01__S2A_MSIL2A_20210314T152641_R025_T18LTN_20210315T021510.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_14_04__S2A_MSIL2A_20210314T152641_R025_T18LTN_20210315T021510.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_15_02__S2B_MSIL2A_20220103T152639_R025_T18LTN_20220104T110748.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_15_04__S2B_MSIL2A_20220103T152639_R025_T18LTN_20220104T110748.tif;1;;;;;
D:\dataset\v6\input\ROI_0129_16_02__S2A_MSIL2A_20221214T152641_R025_T18LTN_20221215T041621.tif;0;;;;;
D:\dataset\v6\input\ROI_0129_16_04__S2A_MSIL2A_20221214T152641_R025_T18LTN_20221215T041621.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_01_03__S2B_MSIL2A_20181210T152629_R025_T18LTN_20201008T090347.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_03_03__S2B_MSIL2A_20190409T152649_R025_T18LTN_20201007T001341.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_03_04__S2B_MSIL2A_20190409T152649_R025_T18LTN_20201007T001341.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_04_03__S2A_MSIL2A_20190414T152641_R025_T18LTN_20201007T015920.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_04_04__S2A_MSIL2A_20190414T152641_R025_T18LTN_20201007T015920.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_05_03__S2B_MSIL2A_20190509T152649_R025_T18LTN_20201006T120912.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_06_03__S2B_MSIL2A_20190519T152649_R025_T18LTN_20201006T161706.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_06_04__S2B_MSIL2A_20190519T152649_R025_T18LTN_20201006T161706.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_07_03__S2B_MSIL2A_20191016T152639_R025_T18LTN_20201004T030614.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_08_03__S2B_MSIL2A_20191225T152639_R025_T18LTN_20201003T093538.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_09_03__S2A_MSIL2A_20200218T152631_R025_T18LTN_20200929T193324.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_09_04__S2A_MSIL2A_20200218T152631_R025_T18LTN_20200929T193324.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_10_03__S2A_MSIL2A_20200228T152631_R025_T18LTN_20200928T231430.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_11_03__S2A_MSIL2A_20200428T152641_R025_T18LTN_20200922T104856.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_11_04__S2A_MSIL2A_20200428T152641_R025_T18LTN_20200922T104856.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_12_03__S2B_MSIL2A_20201119T152639_R025_T18LTN_20201121T023953.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_13_03__S2A_MSIL2A_20201124T152641_R025_T18LTN_20201125T194517.tif;0;;;;;
D:\dataset\v6\input\ROI_0130_14_03__S2A_MSIL2A_20201204T152641_R025_T18LTN_20201205T154213.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_15_03__S2A_MSIL2A_20210202T152641_R025_T18LTN_20210209T184648.tif;1;;;;;
D:\dataset\v6\input\ROI_0130_16_03__S2A_MSIL2A_20211129T152641_R025_T18LTN_20211130T094823.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_01_01__S2A_MSIL2A_20190305T152631_R025_T18LTP_20201030T161038.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_01_02__S2A_MSIL2A_20190305T152631_R025_T18LTP_20201030T161038.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_01_03__S2A_MSIL2A_20190305T152631_R025_T18LTP_20201030T161038.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_02_01__S2A_MSIL2A_20190404T152641_R025_T18LTP_20201006T220358.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_02_02__S2A_MSIL2A_20190404T152641_R025_T18LTP_20201006T220358.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_02_03__S2A_MSIL2A_20190404T152641_R025_T18LTP_20201006T220358.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_03_01__S2B_MSIL2A_20190419T152649_R025_T18LTP_20201007T040959.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_03_02__S2B_MSIL2A_20190419T152649_R025_T18LTP_20201007T040959.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_03_03__S2B_MSIL2A_20190419T152649_R025_T18LTP_20201007T040959.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_04_01__S2B_MSIL2A_20190519T152649_R025_T18LTP_20201006T161707.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_04_02__S2B_MSIL2A_20190519T152649_R025_T18LTP_20201006T161707.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_04_03__S2B_MSIL2A_20190519T152649_R025_T18LTP_20201006T161707.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_05_02__S2A_MSIL2A_20190822T152641_R025_T18LTP_20201005T032716.tif;0;;;;;
D:\dataset\v6\input\ROI_0131_06_03__S2B_MSIL2A_20190926T152639_R025_T18LTP_20201004T172911.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_07_01__S2A_MSIL2A_20200309T152641_R025_T18LTP_20201020T233059.tif;0;;;;;
D:\dataset\v6\input\ROI_0131_07_02__S2A_MSIL2A_20200309T152641_R025_T18LTP_20201020T233059.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_08_01__S2B_MSIL2A_20200413T152639_R025_T18LTP_20200923T095842.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_08_02__S2B_MSIL2A_20200413T152639_R025_T18LTP_20200923T095842.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_08_03__S2B_MSIL2A_20200413T152639_R025_T18LTP_20200923T095842.tif;1;;;;;
D:\dataset\v6\input\ROI_0131_09_03__S2B_MSIL2A_20201010T152639_R025_T18LTP_20201028T132907.tif;0;;;;;
D:\dataset\v6\input\ROI_0131_10_02__S2B_MSIL2A_20210128T152639_R025_T18LTP_20210129T030438.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_01_01__S2B_MSIL2A_20181110T152639_R025_T18LTN_20201008T173755.tif;0;;;;;
D:\dataset\v6\input\ROI_0138_02_02__S2B_MSIL2A_20181210T152629_R025_T18LTN_20201008T090347.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_03_02__S2A_MSIL2A_20190504T152641_R025_T18LTN_20201006T095344.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_03_04__S2A_MSIL2A_20190504T152641_R025_T18LTN_20201006T095344.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_04_02__S2B_MSIL2A_20190509T152649_R025_T18LTN_20201006T120912.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_04_04__S2B_MSIL2A_20190509T152649_R025_T18LTN_20201006T120912.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_05_04__S2B_MSIL2A_20190519T152649_R025_T18LTN_20201006T161706.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_07_01__S2B_MSIL2A_20200114T152639_R025_T18LTN_20201002T184352.tif;0;;;;;
D:\dataset\v6\input\ROI_0138_07_02__S2B_MSIL2A_20200114T152639_R025_T18LTN_20201002T184352.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_07_04__S2B_MSIL2A_20200114T152639_R025_T18LTN_20201002T184352.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_08_02__S2A_MSIL2A_20200218T152631_R025_T18LTN_20200929T193324.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_10_02__S2A_MSIL2A_20200528T152651_R025_T18LTN_20200911T063819.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_10_04__S2A_MSIL2A_20200528T152651_R025_T18LTN_20200911T063819.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_11_02__S2B_MSIL2A_20200930T152639_R025_T18LTN_20201002T021612.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_11_04__S2B_MSIL2A_20200930T152639_R025_T18LTN_20201002T021612.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_12_02__S2B_MSIL2A_20210607T152639_R025_T18LTN_20210610T052904.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_12_04__S2B_MSIL2A_20210607T152639_R025_T18LTN_20210610T052904.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_14_02__S2A_MSIL2A_20210920T152641_R025_T18LTN_20210921T062503.tif;1;;;;;
D:\dataset\v6\input\ROI_0138_14_04__S2A_MSIL2A_20210920T152641_R025_T18LTN_20210921T062503.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_01_01__S2B_MSIL2A_20180911T152629_R025_T18LTN_20201009T001200.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_01_02__S2B_MSIL2A_20180911T152629_R025_T18LTN_20201009T001200.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_01_04__S2B_MSIL2A_20180911T152629_R025_T18LTN_20201009T001200.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_04_01__S2B_MSIL2A_20181210T152629_R025_T18LTN_20201008T090347.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_04_02__S2B_MSIL2A_20181210T152629_R025_T18LTN_20201008T090347.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_05_01__S2A_MSIL2A_20190315T152641_R025_T18LTN_20201007T065630.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_05_04__S2A_MSIL2A_20190315T152641_R025_T18LTN_20201007T065630.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_07_01__S2B_MSIL2A_20190708T152649_R025_T18LTN_20201005T111610.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_07_04__S2B_MSIL2A_20190708T152649_R025_T18LTN_20201005T111610.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_08_01__S2A_MSIL2A_20190911T152641_R025_T18LTN_20201004T115152.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_08_04__S2A_MSIL2A_20190911T152641_R025_T18LTN_20201004T115152.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_09_01__S2B_MSIL2A_20190916T152639_R025_T18LTN_20201004T135731.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_09_02__S2B_MSIL2A_20190916T152639_R025_T18LTN_20201004T135731.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_09_04__S2B_MSIL2A_20190916T152639_R025_T18LTN_20201004T135731.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_10_01__S2B_MSIL2A_20200413T152639_R025_T18LTN_20200923T095843.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_10_02__S2B_MSIL2A_20200413T152639_R025_T18LTN_20200923T095843.tif;0;;;;;
D:\dataset\v6\input\ROI_0141_11_01__S2A_MSIL2A_20200607T152651_R025_T18LTN_20200826T115441.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_11_04__S2A_MSIL2A_20200607T152651_R025_T18LTN_20200826T115441.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_12_01__S2B_MSIL2A_20200801T152639_R025_T18LTN_20200815T192929.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_12_04__S2B_MSIL2A_20200801T152639_R025_T18LTN_20200815T192929.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_13_01__S2B_MSIL2A_20210727T152639_R025_T18LTN_20210728T024107.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_13_04__S2B_MSIL2A_20210727T152639_R025_T18LTN_20210728T024107.tif;1;;;;;
D:\dataset\v6\input\ROI_0141_14_01__S2A_MSIL2A_20210910T152641_R025_T18LTN_20210911T031409.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_04_02__S2B_MSIL2A_20190422T153629_R068_T17MPN_20201105T153234.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_06_03__S2B_MSIL2A_20200117T153619_R068_T17MPN_20201002T200234.tif;0;;;;;
D:\dataset\v6\input\ROI_0144_08_02__S2A_MSIL2A_20200720T153621_R068_T17MPN_20200816T203439.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_08_03__S2A_MSIL2A_20200720T153621_R068_T17MPN_20200816T203439.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_09_02__S2B_MSIL2A_20210302T153619_R068_T17MPN_20210303T053352.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_09_03__S2B_MSIL2A_20210302T153619_R068_T17MPN_20210303T053352.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_10_01__S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif;0;;;;;
D:\dataset\v6\input\ROI_0144_10_02__S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_11_02__S2A_MSIL2A_20210615T153621_R068_T17MPN_20210616T010910.tif;0;;;;;
D:\dataset\v6\input\ROI_0144_12_02__S2A_MSIL2A_20210824T153621_R068_T17MPN_20210825T043534.tif;1;;;;;
D:\dataset\v6\input\ROI_0144_12_03__S2A_MSIL2A_20210824T153621_R068_T17MPN_20210825T043534.tif;1;;;;;
